ticket_id,opened_at,category,priority,requester_employee_id,requester_office,first_response_hours,resolution_hours,status,notes
ARC-31343,2026-04-10T13:45:00,Integration,P2,VL-1196,Chicago,1.4,14.9,Resolved,Escalated to account manager
ARC-31333,2026-04-10T15:43:00,Search,P3,VL-1074,Chicago,2.6,28.1,Resolved,
ARC-31329,2026-04-11T11:38:00,Search,P3,VL-1053,New York,10.5,34.7,Resolved,
ARC-31336,2026-04-11T13:56:00,Search,P4,VL-1031,New York,1.7,34.1,Resolved,
ARC-31352,2026-04-12T11:26:00,Performance,P2,VL-1004,"Washington, DC",8.0,18.4,Resolved,Escalated to account manager
ARC-31328,2026-04-13T16:05:00,How-to,P4,VL-1208,Chicago,5.7,50.9,Resolved,
ARC-31349,2026-04-15T16:12:00,Integration,P3,VL-1012,Singapore,3.5,50.3,Resolved,
ARC-31354,2026-04-17T18:00:00,How-to,P3,VL-1159,New York,8.2,41.0,Resolved,
ARC-31355,2026-04-18T10:46:00,Performance,P4,VL-1155,Chicago,7.6,50.9,Resolved,
ARC-31346,2026-04-18T17:30:00,How-to,P2,VL-1208,Chicago,4.0,40.0,Resolved,Escalated to account manager
ARC-31339,2026-04-18T18:50:00,Outlook add-in,P3,VL-1027,San Francisco,4.6,12.9,Resolved,
ARC-31338,2026-04-19T16:52:00,Access / SSO,P4,VL-1082,New York,9.1,77.1,Resolved,
ARC-31326,2026-04-20T10:25:00,Filing error,P3,VL-1204,"Washington, DC",7.2,49.4,Resolved,
ARC-31341,2026-04-20T10:54:00,Outlook add-in,P3,VL-1014,Singapore,7.0,42.1,Resolved,
ARC-31325,2026-04-22T11:40:00,How-to,P3,VL-1083,New York,9.5,29.1,Resolved,
ARC-31332,2026-04-22T12:16:00,Filing error,P3,VL-1067,Singapore,10.6,59.5,Resolved,
ARC-31345,2026-04-26T09:07:00,Outlook add-in,P3,VL-1103,New York,4.7,34.5,Resolved,
ARC-31330,2026-04-26T15:23:00,Mobile,P3,VL-1021,Atlanta,6.4,50.4,Resolved,
ARC-31337,2026-04-27T18:25:00,Performance,P3,VL-1120,New York,0.2,46.1,Resolved,
ARC-31340,2026-04-28T08:52:00,Outlook add-in,P3,VL-1005,New York,8.1,53.6,Resolved,
ARC-31359,2026-05-02T14:57:00,Filing error,P3,VL-1221,New York,10.2,44.4,Resolved,
ARC-31365,2026-05-02T16:37:00,Access / SSO,P2,VL-1173,San Francisco,6.0,29.8,Resolved,Escalated to account manager
ARC-31362,2026-05-03T15:46:00,Search,P3,VL-1173,San Francisco,7.4,44.8,Resolved,
ARC-31395,2026-05-04T10:48:00,Search,P3,VL-1064,New York,6.8,54.4,Resolved,
ARC-31356,2026-05-04T14:14:00,Integration,P3,VL-1044,New York,6.2,40.5,Resolved,
ARC-31361,2026-05-04T14:29:00,How-to,P3,VL-1058,New York,6.6,38.4,Resolved,
ARC-31374,2026-05-05T09:55:00,How-to,P2,VL-1158,San Francisco,8.0,38.2,Resolved,Repeat issue
ARC-31387,2026-05-06T17:30:00,How-to,P3,VL-1016,Houston,10.1,63.6,Resolved,
ARC-31364,2026-05-06T18:54:00,How-to,P4,VL-1157,San Francisco,5.8,51.5,Resolved,
ARC-31360,2026-05-07T13:59:00,Outlook add-in,P2,VL-1084,Los Angeles,11.6,34.7,Resolved,Workaround provided
ARC-31389,2026-05-07T16:06:00,How-to,P2,VL-1142,New York,4.8,5.3,Resolved,
ARC-31385,2026-05-09T10:28:00,How-to,P4,VL-1132,Houston,4.7,64.1,Resolved,
ARC-31382,2026-05-09T12:35:00,Performance,P3,VL-1193,Los Angeles,1.7,2.2,Resolved,
ARC-31372,2026-05-10T16:50:00,Outlook add-in,P3,VL-1011,London,10.8,21.5,Resolved,
ARC-31392,2026-05-10T18:42:00,Performance,P2,VL-1088,"Washington, DC",9.0,15.6,Resolved,Workaround provided
ARC-31383,2026-05-11T13:39:00,Filing error,P3,VL-1108,London,5.9,52.0,Resolved,
ARC-31369,2026-05-11T15:10:00,How-to,P4,VL-1020,Chicago,4.8,60.4,Resolved,
ARC-31368,2026-05-11T15:17:00,Search,P3,VL-1075,New York,4.9,50.3,Resolved,
ARC-31373,2026-05-11T18:54:00,Filing error,P4,VL-1110,London,5.1,52.2,Closed - no response,
ARC-31377,2026-05-13T15:36:00,Filing error,P3,VL-1145,New York,6.9,18.3,Resolved,
ARC-31358,2026-05-13T17:46:00,Performance,P3,VL-1081,London,3.0,33.5,Resolved,
ARC-31384,2026-05-14T15:18:00,Access / SSO,P2,VL-1155,Chicago,7.9,17.9,Resolved,
ARC-31363,2026-05-15T14:33:00,How-to,P2,VL-1114,New York,12.2,39.5,Resolved,Repeat issue
ARC-31388,2026-05-15T17:48:00,How-to,P3,VL-1059,New York,4.9,26.7,Resolved,
ARC-31379,2026-05-16T13:37:00,Performance,P4,VL-1038,New York,5.7,71.5,Resolved,
ARC-31376,2026-05-17T12:44:00,Performance,P2,VL-1123,Chicago,4.1,4.6,Resolved,
ARC-31394,2026-05-17T15:04:00,Performance,P2,VL-1074,Chicago,6.7,20.9,Resolved,Workaround provided
ARC-31371,2026-05-17T15:40:00,How-to,P3,VL-1011,London,5.0,26.3,Resolved,
ARC-31380,2026-05-19T10:34:00,Mobile,P4,VL-1161,New York,3.3,54.6,Resolved,
ARC-31357,2026-05-19T10:59:00,Access / SSO,P3,VL-1147,New York,6.0,33.6,Resolved,
ARC-31367,2026-05-20T10:48:00,How-to,P4,VL-1161,New York,6.8,63.8,Closed - no response,
ARC-31391,2026-05-24T17:21:00,Performance,P4,VL-1091,Atlanta,9.1,51.7,Resolved,
ARC-31378,2026-05-26T09:10:00,Search,P4,VL-1122,New York,7.8,47.0,Resolved,
ARC-31393,2026-05-26T10:49:00,Search,P4,VL-1095,"Washington, DC",6.2,45.8,Resolved,
ARC-31386,2026-05-26T18:28:00,Filing error,P3,VL-1225,New York,11.5,30.0,Resolved,
ARC-31370,2026-05-26T18:35:00,Filing error,P4,VL-1046,Chicago,8.0,88.3,Resolved,
ARC-31381,2026-05-27T10:11:00,Search,P4,VL-1130,New York,7.3,81.3,Resolved,
ARC-31375,2026-05-27T12:16:00,How-to,P3,VL-1125,San Francisco,6.2,31.3,Resolved,
ARC-31390,2026-05-28T09:01:00,Outlook add-in,P4,VL-1069,London,9.7,83.9,Resolved,
ARC-31366,2026-05-28T17:19:00,Mobile,P4,VL-1145,New York,5.0,43.2,Resolved,
ARC-31405,2026-06-01T15:19:00,How-to,P3,VL-1195,New York,5.7,6.2,Resolved,
ARC-31420,2026-06-01T17:29:00,Integration,P3,VL-1222,New York,7.3,19.8,Resolved,
ARC-31398,2026-06-02T12:12:00,How-to,P3,VL-1216,New York,2.5,57.1,Resolved,
ARC-31401,2026-06-02T14:17:00,How-to,P3,VL-1005,New York,4.6,29.1,Resolved,
ARC-31397,2026-06-03T09:53:00,Integration,P4,VL-1123,Chicago,5.1,37.8,Resolved,
ARC-31417,2026-06-04T12:09:00,Access / SSO,P3,VL-1150,New York,7.1,38.8,Resolved,
ARC-31396,2026-06-04T15:22:00,Search,P3,VL-1191,New York,11.4,53.5,Resolved,
ARC-31412,2026-06-06T08:53:00,Outlook add-in,P4,VL-1170,New York,4.3,77.5,Resolved,
ARC-31418,2026-06-06T12:09:00,Outlook add-in,P2,VL-1022,San Francisco,6.8,19.5,Resolved,
ARC-31426,2026-06-06T16:10:00,Outlook add-in,P4,VL-1222,New York,8.9,62.5,Resolved,
ARC-31404,2026-06-07T10:09:00,Outlook add-in,P3,VL-1188,Dublin,8.9,20.4,Resolved,
ARC-31415,2026-06-07T14:02:00,Integration,P3,VL-1112,New York,10.3,43.5,Resolved,
ARC-31422,2026-06-08T14:53:00,Performance,P2,VL-1190,San Francisco,2.0,19.9,Resolved,Workaround provided
ARC-31433,2026-06-09T16:49:00,Access / SSO,P2,VL-1034,New York,0.2,12.7,Resolved,
ARC-31434,2026-06-10T14:31:00,How-to,P3,VL-1165,New York,14.6,37.2,Resolved,
ARC-31406,2026-06-10T14:34:00,How-to,P4,VL-1157,San Francisco,8.3,50.0,Resolved,
ARC-31403,2026-06-11T09:18:00,Integration,P4,VL-1204,"Washington, DC",3.8,61.4,Resolved,
ARC-31408,2026-06-11T09:46:00,Outlook add-in,P3,VL-1004,"Washington, DC",3.0,33.9,Resolved,
ARC-31419,2026-06-11T10:14:00,How-to,P3,VL-1205,New York,9.3,40.2,Resolved,
ARC-31413,2026-06-11T14:25:00,Filing error,P3,VL-1083,New York,1.0,29.3,Resolved,
ARC-31411,2026-06-12T08:37:00,How-to,P3,VL-1016,Houston,4.3,27.9,Resolved,
ARC-31425,2026-06-12T08:52:00,How-to,P3,VL-1184,New York,12.4,43.3,Resolved,
ARC-31427,2026-06-13T08:07:00,How-to,P4,VL-1208,Chicago,4.7,66.1,Resolved,
ARC-31409,2026-06-15T16:45:00,Filing error,P3,VL-1022,San Francisco,0.2,17.4,Resolved,
ARC-31400,2026-06-16T08:20:00,How-to,P3,VL-1130,New York,12.2,76.2,Resolved,
ARC-31432,2026-06-19T08:25:00,Filing error,P3,VL-1085,New York,3.7,40.8,Resolved,
ARC-31428,2026-06-21T18:43:00,Integration,P3,VL-1117,"Washington, DC",7.0,43.1,Resolved,
ARC-31416,2026-06-22T12:17:00,Integration,P2,VL-1202,New York,11.4,20.6,Resolved,Escalated to account manager
ARC-31431,2026-06-22T12:52:00,How-to,P4,VL-1135,New York,9.2,65.9,Resolved,
ARC-31399,2026-06-23T18:42:00,Access / SSO,P2,VL-1015,Atlanta,5.6,43.7,Resolved,Repeat issue
ARC-31423,2026-06-25T11:34:00,Access / SSO,P3,VL-1079,New York,8.8,35.0,Resolved,
ARC-31402,2026-06-25T16:22:00,How-to,P3,VL-1019,New York,3.3,48.2,Resolved,
ARC-31424,2026-06-25T17:18:00,Performance,P3,VL-1035,New York,10.3,40.1,Resolved,
ARC-31429,2026-06-25T18:58:00,How-to,P4,VL-1167,Chicago,10.3,64.7,Resolved,
ARC-31407,2026-06-27T09:09:00,Search,P4,VL-1101,New York,4.1,46.9,Resolved,
ARC-31414,2026-06-27T09:20:00,Search,P4,VL-1042,New York,10.0,81.5,Resolved,
ARC-31410,2026-06-27T11:30:00,Search,P4,VL-1005,New York,8.4,61.1,Resolved,
ARC-31421,2026-06-27T16:56:00,Search,P3,VL-1176,New York,6.8,58.6,Resolved,
ARC-31430,2026-06-27T18:47:00,Outlook add-in,P3,VL-1229,New York,10.4,41.5,Resolved,
ARC-31469,2026-07-01T13:12:00,Mobile,P4,VL-1183,San Francisco,3.1,57.3,Resolved,
ARC-31476,2026-07-01T14:59:00,How-to,P3,VL-1183,San Francisco,6.3,44.9,Resolved,
ARC-31440,2026-07-02T10:25:00,Search,P3,VL-1071,Mexico City,4.9,32.3,Resolved,
ARC-31437,2026-07-03T12:11:00,Mobile,P2,VL-1158,San Francisco,6.8,14.9,Resolved,
ARC-31457,2026-07-03T16:10:00,Performance,P3,VL-1058,New York,7.3,27.7,Resolved,
ARC-31455,2026-07-04T10:31:00,Search,P2,VL-1163,New York,3.1,31.7,Resolved,Workaround provided
ARC-31465,2026-07-04T11:38:00,How-to,P2,VL-1185,San Francisco,6.9,33.3,Resolved,Escalated to account manager
ARC-31470,2026-07-04T16:55:00,Access / SSO,P3,VL-1093,New York,4.5,41.5,Resolved,
ARC-31456,2026-07-05T15:34:00,How-to,P4,VL-1195,New York,3.7,51.2,Resolved,
ARC-31439,2026-07-06T15:57:00,How-to,P4,VL-1230,New York,7.3,56.6,Resolved,
ARC-31464,2026-07-07T08:25:00,How-to,P4,VL-1055,San Francisco,6.9,69.6,Resolved,
ARC-31460,2026-07-07T11:55:00,Performance,P2,VL-1130,New York,8.4,17.0,Resolved,
ARC-31435,2026-07-08T13:45:00,Mobile,P2,VL-1199,Chicago,5.8,15.8,Resolved,
ARC-31445,2026-07-10T08:59:00,How-to,P3,VL-1028,"Washington, DC",9.9,69.6,Closed - no response,
ARC-31452,2026-07-10T09:51:00,Search,P4,VL-1065,Houston,5.0,90.0,Closed - no response,
ARC-31449,2026-07-10T16:27:00,Search,P4,VL-1047,New York,11.2,67.6,Resolved,
ARC-31458,2026-07-11T08:48:00,Access / SSO,P3,VL-1028,"Washington, DC",8.6,27.0,Resolved,
ARC-31472,2026-07-11T12:11:00,How-to,P3,VL-1072,London,7.4,41.7,Resolved,
ARC-31461,2026-07-11T16:19:00,Access / SSO,P3,VL-1048,New York,4.5,47.2,Closed - no response,
ARC-31467,2026-07-11T16:25:00,Outlook add-in,P3,VL-1067,Singapore,3.8,40.8,Resolved,
ARC-31447,2026-07-12T12:39:00,Search,P2,VL-1213,"Washington, DC",6.1,29.6,Resolved,Escalated to account manager
ARC-31436,2026-07-14T11:00:00,Mobile,P3,VL-1090,New York,7.4,40.8,Resolved,
ARC-31438,2026-07-14T12:00:00,How-to,P3,VL-1025,Los Angeles,8.9,38.1,Resolved,
ARC-31451,2026-07-15T15:47:00,Search,P3,VL-1151,"Washington, DC",10.4,52.7,Resolved,
ARC-31442,2026-07-15T15:51:00,Filing error,P2,VL-1072,London,6.7,28.1,Resolved,
ARC-31443,2026-07-16T09:29:00,How-to,P3,VL-1199,Chicago,7.8,12.9,Resolved,
ARC-31463,2026-07-17T08:42:00,How-to,P4,VL-1170,New York,0.2,57.2,Resolved,
ARC-31444,2026-07-18T10:30:00,How-to,P4,VL-1011,London,2.4,41.3,Resolved,
ARC-31471,2026-07-19T14:07:00,Performance,P4,VL-1137,New York,10.4,60.4,Resolved,
ARC-31450,2026-07-19T15:23:00,How-to,P4,VL-1104,Houston,10.1,69.3,Resolved,
ARC-31459,2026-07-19T15:51:00,How-to,P3,VL-1180,New York,11.9,53.6,Resolved,
ARC-31441,2026-07-20T10:11:00,Search,P2,VL-1084,Los Angeles,3.9,14.9,Resolved,
ARC-31478,2026-07-21T08:01:00,Mobile,P3,VL-1031,New York,11.4,28.5,Resolved,
ARC-31477,2026-07-21T09:20:00,Outlook add-in,P4,VL-1191,New York,5.3,64.3,Resolved,
ARC-31468,2026-07-21T16:59:00,Access / SSO,P4,VL-1208,Chicago,13.7,81.2,Resolved,
ARC-31473,2026-07-22T15:01:00,Integration,P3,VL-1098,Chicago,4.9,32.9,Resolved,
ARC-31474,2026-07-23T09:06:00,Search,P3,VL-1059,New York,2.6,44.4,Resolved,
ARC-31446,2026-07-23T09:54:00,Search,P2,VL-1127,Houston,7.0,7.5,Resolved,
ARC-31475,2026-07-24T16:42:00,How-to,P3,VL-1041,New York,9.1,19.8,Resolved,
ARC-31453,2026-07-25T16:07:00,Access / SSO,P4,VL-1030,New York,5.5,74.8,Resolved,
ARC-31454,2026-07-26T08:55:00,How-to,P2,VL-1085,New York,8.9,31.4,Resolved,
ARC-31462,2026-07-26T10:22:00,Search,P3,VL-1057,Chicago,6.9,35.1,Closed - no response,
ARC-31448,2026-07-26T18:40:00,How-to,P3,VL-1039,Chicago,8.2,46.7,Resolved,
ARC-31466,2026-07-27T15:56:00,Access / SSO,P3,VL-1040,New York,2.5,19.6,Resolved,
ARC-31502,2026-08-02T09:50:00,How-to,P4,VL-1212,New York,5.0,43.3,Resolved,
ARC-31491,2026-08-02T10:36:00,How-to,P3,VL-1010,London,3.7,26.2,Resolved,
ARC-31517,2026-08-02T14:31:00,Filing error,P3,VL-1198,New York,3.6,50.0,Resolved,
ARC-31490,2026-08-04T08:03:00,How-to,P3,VL-1135,New York,11.0,21.8,Resolved,
ARC-31503,2026-08-04T13:19:00,Filing error,P4,VL-1142,New York,0.7,80.1,Resolved,
ARC-31485,2026-08-04T17:58:00,Performance,P3,VL-1131,New York,12.0,55.8,Resolved,
ARC-31498,2026-08-05T09:52:00,Search,P3,VL-1228,New York,8.7,45.1,Resolved,
ARC-31504,2026-08-05T10:49:00,Outlook add-in,P2,VL-1186,New York,11.0,11.5,Resolved,
ARC-31518,2026-08-05T11:57:00,Search,P4,VL-1168,New York,11.1,58.5,Resolved,
ARC-31489,2026-08-05T13:35:00,How-to,P2,VL-1047,New York,5.9,6.4,Resolved,Repeat issue
ARC-31480,2026-08-05T15:52:00,How-to,P2,VL-1195,New York,12.9,48.5,Resolved,Escalated to account manager
ARC-31513,2026-08-06T09:38:00,Mobile,P2,VL-1155,Chicago,8.0,39.6,Resolved,
ARC-31487,2026-08-06T12:04:00,Outlook add-in,P4,VL-1112,New York,11.0,48.1,Resolved,
ARC-31500,2026-08-07T17:24:00,Search,P3,VL-1224,New York,6.0,44.4,Resolved,
ARC-31484,2026-08-08T14:05:00,Performance,P3,VL-1122,New York,1.6,22.9,Resolved,
ARC-31486,2026-08-08T14:53:00,Filing error,P3,VL-1155,Chicago,4.2,46.3,Resolved,
ARC-31508,2026-08-10T18:50:00,Filing error,P3,VL-1005,New York,7.5,55.1,Resolved,
ARC-31481,2026-08-11T15:54:00,How-to,P4,VL-1216,New York,7.3,58.4,Resolved,
ARC-31492,2026-08-14T15:25:00,Mobile,P3,VL-1152,Chicago,8.4,31.6,Resolved,
ARC-31505,2026-08-15T17:01:00,Outlook add-in,P3,VL-1147,New York,2.4,40.8,Resolved,
ARC-31514,2026-08-16T08:19:00,Performance,P2,VL-1206,New York,4.0,4.5,Closed - no response,
ARC-31494,2026-08-16T11:22:00,How-to,P3,VL-1095,"Washington, DC",0.2,35.9,Resolved,
ARC-31507,2026-08-16T13:38:00,Search,P3,VL-1136,New York,8.1,10.8,Resolved,
ARC-31509,2026-08-17T09:25:00,Mobile,P3,VL-1048,New York,5.2,47.0,Resolved,
ARC-31506,2026-08-17T11:26:00,Outlook add-in,P3,VL-1124,Chicago,10.9,12.8,Resolved,
ARC-31483,2026-08-17T16:13:00,Search,P3,VL-1045,Houston,9.0,75.4,Resolved,
ARC-31499,2026-08-18T15:31:00,Performance,P3,VL-1148,New York,4.8,39.2,Resolved,
ARC-31497,2026-08-19T15:34:00,How-to,P2,VL-1065,Houston,8.0,23.5,Resolved,Workaround provided
ARC-31515,2026-08-20T09:32:00,How-to,P4,VL-1162,Chicago,10.5,55.2,Resolved,
ARC-31512,2026-08-21T17:28:00,Search,P2,VL-1018,New York,8.6,17.1,Resolved,Escalated to account manager
ARC-31496,2026-08-22T16:54:00,How-to,P3,VL-1037,Atlanta,7.7,42.7,Resolved,
ARC-31510,2026-08-23T15:38:00,Filing error,P4,VL-1221,New York,3.5,52.2,Resolved,
ARC-31516,2026-08-23T17:43:00,How-to,P2,VL-1097,San Francisco,10.3,15.6,Closed - no response,Escalated to account manager
ARC-31501,2026-08-25T10:33:00,Integration,P4,VL-1039,Chicago,7.2,72.3,Resolved,
ARC-31479,2026-08-27T10:13:00,Performance,P3,VL-1012,Singapore,2.2,46.4,Resolved,
ARC-31482,2026-08-27T13:44:00,Filing error,P3,VL-1210,New York,9.8,10.3,Resolved,
ARC-31495,2026-08-27T16:16:00,Performance,P3,VL-1006,New York,5.2,51.0,Closed - no response,
ARC-31511,2026-08-28T15:44:00,Access / SSO,P4,VL-1150,New York,8.2,54.6,Resolved,
ARC-31488,2026-08-28T16:46:00,Access / SSO,P3,VL-1224,New York,5.7,46.1,Resolved,
ARC-31493,2026-08-28T17:30:00,Filing error,P3,VL-1192,New York,10.3,46.4,Resolved,
